    2,  125,2017060916,113,155.41, 1056,79,-1.56,  106,18,41.82, 1128,6,-35.74, 1033,5,-42.01,  105,3,-37.07,  443,1,-73.41,  113,1,-20.41
    3,   22,2017060916,121,127.92,   20,56,7.26,   22,55,1.08,  517,6,-82.42,  557,1,-63.92,  428,1,206.08,   19,1,-36.92, 1324,1,-76.92
    7,  139,2017060916,103,149.38,   43,46,-23.68,   41,29,-0.55,   42,22,60.58, 1186,3,-39.71,  129,2,-64.38,    7,1,20.62
    7,  483,2017060916,115,113.94,    9,100,-11.01,  251,5,29.46,   19,5,-33.54, 7318,1,21.06,   10,1,-47.94,  314,1,1207.06, 1104,1,-28.94, 1175,1,-29.94
    8,  151,2017060916,171,212.44,  250,158,-10.13,  406,4,305.06,  189,2,-81.44,  470,1,42.56,  272,1,692.56,  322,1,-79.44,   52,1,134.56,  501,1,-64.44,   92,1,-98.44,  271,1,-84.44
    9,  252,2017060916,148,104.56,   10,133,-20.21,  524,6,-44.56,   12,2,-47.06,  333,2,-47.56,  474,2,-51.06,  458,1,-51.56,    9,1,3356.44,   11,1,-57.56
    9,  483,2017060916,129,68.15,    7,87,-5.76,  138,11,-13.51,  225,8,0.48,  486,6,-16.65,  314,4,6.35,   19,3,148.85,    9,3,51.85,   41,1,-7.15,  353,1,26.85,   43,1,-20.15,  375,1,-16.15,   47,1,42.85,  500,1,14.85,  309,1,76.85
   10,  252,2017060916,124,98.10,    9,109,-14.88,  524,8,25.15, 1175,2,-25.10,  481,2,722.40,   19,1,-36.10,   10,1,83.90,  119,1,-21.10
   10,  334,2017060916,165,84.37,   11,119,-50.42,  384,21,-39.27,   12,10,-50.67,  216,3,-54.04,  512,3,-40.37,  458,2,1557.63,   10,2,2381.63, 1152,2,-50.87,   13,1,-56.37, 1245,1,-55.37,  483,1,-50.37
   11,  385,2017060916,152,125.91,   12,120,-13.74,   13,16,-44.97,  253,5,-51.11,  160,2,-69.41,  261,2,-27.41,  483,2,749.09, 5000,1,902.09,  344,1,220.09,   11,1,-71.91, 1152,1,249.09,  277,1,20.09
   12,   14,2017060916,114,115.79,  253,111,-0.99,  483,2,-3.79,  371,1,117.21
   12,  163,2017060916,184,98.66, 1104,172,0.84, 1245,5,-21.46,  367,2,33.34,  420,1,-30.66,   15,1,42.34,   13,1,-41.66, 1138,1,-35.66,  158,1,-37.66
   13,  254,2017060916,328,45.57,  483,264,-2.13,  344,32,-4.67,   14,17,44.43,  157,5,-4.77,  156,2,-0.07,  277,1,-13.57,  386,1,-3.57,  242,1,-20.57,  288,1,-6.57,    8,1,-4.57,  501,1,-16.57, 5010,1,-8.57,  274,1,54.43
   14,  159,2017060916,121,70.50,  371,81,-16.31,  159,17,101.39,   15,15,-22.63,  367,6,-10.16, 1007,1,11.50,  362,1,-13.50
   14,  278,2017060916,152,78.11,  274,104,-18.62,  278,22,28.39,  254,6,94.39,  331,5,-1.91,  483,5,-42.31,  565,2,-4.11,  372,2,44.39,   14,1,195.89,   52,1,-61.11,  252,1,-28.11, 1143,1,689.89, 1209,1,24.89,  497,1,64.89
   15,  369,2017060916,182,80.98, 1333,150,-0.71, 1025,24,7.48,   25,4,-14.98,   15,1,12.02, 1006,1,-16.98,  421,1,14.02, 1108,1,-21.98
   15,  372,2017060916,123,120.98,  158,111,-3.34,   14,9,14.47,   12,1,268.02,  565,1,-20.98,  253,1,-5.98
   15, 1142,2017060916,131,51.88,   16,111,0.72, 1290,8,-14.38, 1143,4,5.87,   17,3,10.46,  420,3,-7.21,  421,1,-4.88,  295,1,7.12
